time, action, id, version, name, status, code, sampling interval (s), sampling resolution (C), samples, time diff (s), start time, lat, long, accuracy, device
2023-09-02 13:44:52 UTC+0100, DATA DOWNLOADED, 040F C200 7F3A 0B, NA, ieemlth01b, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.750747, -9.903187, 1.6, Armor X10 Pro
2023-09-02 13:44:55 UTC+0100, CODE CHANGE, 040F C200 7F3A 0B, T7.3, ieemlth01b,MISSION RUNNING, 3636, 3600, 0.1, 11379, 7, 2022-05-16 10:53:35 UTC+0100, 53.750747, -9.903187, 1.6, Armor X10 Pro
2023-09-02 13:44:57 UTC+0100, START MISSION, 040F C200 7F3A 0B, T7.3, ieemlth01b,WAITING TO START, 3636, 3600, 0.1, NA, 2, 2023-09-02 14:00:00 UTC+0100, 53.750747, -9.903187, 1.6, Armor X10 Pro
2023-09-02 13:45:22 UTC+0100, TAP LOGGER, 048C 2A00 3120 06, NA, ieemlth02b, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.750790, -9.903208, 1.6, Armor X10 Pro
2023-09-02 13:45:56 UTC+0100, DATA DOWNLOADED, 048C 2A00 3120 06, NA, ieemlth02b, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.750790, -9.903208, 1.6, Armor X10 Pro
2023-09-02 13:46:01 UTC+0100, CODE CHANGE, 048C 2A00 3120 06, T2.4, ieemlth02b,MISSION RUNNING, 3636, 3600, 0.1, 11379, 339, 2022-05-16 11:00:23 UTC+0100, 53.750790, -9.903208, 1.6, Armor X10 Pro
2023-09-02 13:46:03 UTC+0100, START MISSION, 048C 2A00 3120 06, T2.4, ieemlth02b,WAITING TO START, 3636, 3600, 0.1, NA, -3, 2023-09-02 14:00:01 UTC+0100, 53.750790, -9.903208, 1.6, Armor X10 Pro
2023-09-02 13:46:52 UTC+0100, TAP LOGGER, 049A 6400 C41E 05, NA, ieemlth03b, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.750790, -9.903208, 1.6, Armor X10 Pro
2023-09-02 13:47:13 UTC+0100, DATA DOWNLOADED, 049A 6400 C41E 05, NA, ieemlth03b, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.750790, -9.903208, 1.6, Armor X10 Pro
2023-09-02 13:47:17 UTC+0100, CODE CHANGE, 049A 6400 C41E 05, T6.0, ieemlth03b,MISSION RUNNING, 3636, 3600, 0.1, 11379, 425, 2022-05-16 10:58:59 UTC+0100, 53.750790, -9.903208, 1.6, Armor X10 Pro
2023-09-02 13:47:18 UTC+0100, START MISSION, 049A 6400 C41E 05, T6.0, ieemlth03b,WAITING TO START, 3636, 3600, 0.1, NA, 2, 2023-09-02 13:59:15 UTC+0100, 53.750790, -9.903208, 1.6, Armor X10 Pro
2023-09-02 13:48:33 UTC+0100, TAP LOGGER, 0427 C400 1E0F 06, NA, ieemltc01a, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.750808, -9.903248, 1.6, Armor X10 Pro
2023-09-02 13:49:07 UTC+0100, DATA DOWNLOADED, 0427 C400 1E0F 06, NA, ieemltc01a, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.750808, -9.903248, 1.6, Armor X10 Pro
2023-09-02 13:49:11 UTC+0100, CODE CHANGE, 0427 C400 1E0F 06, T2.4, ieemltc01a,MISSION RUNNING, 3636, 3600, 0.1, 11379, 462, 2022-05-16 11:00:47 UTC+0100, 53.750808, -9.903248, 1.6, Armor X10 Pro
2023-09-02 13:49:13 UTC+0100, START MISSION, 0427 C400 1E0F 06, T2.4, ieemltc01a,WAITING TO START, 3636, 3600, 0.1, NA, -3, 2023-09-02 14:00:00 UTC+0100, 53.750808, -9.903248, 1.6, Armor X10 Pro
2023-09-02 13:49:53 UTC+0100, TAP LOGGER, 0415 AB00 4041 03, NA, ieemltc02a, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.750857, -9.903257, 1.5, Armor X10 Pro
2023-09-02 13:50:14 UTC+0100, DATA DOWNLOADED, 0415 AB00 4041 03, NA, ieemltc02a, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.750857, -9.903257, 1.5, Armor X10 Pro
2023-09-02 13:50:17 UTC+0100, CODE CHANGE, 0415 AB00 4041 03, T7.3, ieemltc02a,MISSION RUNNING, 3636, 3600, 0.1, 11379, 24, 2022-05-16 10:53:50 UTC+0100, 53.750857, -9.903257, 1.5, Armor X10 Pro
2023-09-02 13:50:19 UTC+0100, START MISSION, 0415 AB00 4041 03, T7.3, ieemltc02a,WAITING TO START, 3636, 3600, 0.1, NA, 2, 2023-09-02 14:00:00 UTC+0100, 53.750857, -9.903257, 1.5, Armor X10 Pro
2023-09-02 13:50:46 UTC+0100, TAP LOGGER, 0468 9D00 7A17 0B, NA, ieemltc03b, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.750885, -9.903197, 2.1, Armor X10 Pro
2023-09-02 13:51:07 UTC+0100, DATA DOWNLOADED, 0468 9D00 7A17 0B, NA, ieemltc03b, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.750885, -9.903197, 2.1, Armor X10 Pro
2023-09-02 13:51:10 UTC+0100, CODE CHANGE, 0468 9D00 7A17 0B, T6.0, ieemltc03b,MISSION RUNNING, 3636, 3600, 0.1, 11379, 85, 2022-05-16 10:58:59 UTC+0100, 53.750885, -9.903197, 2.1, Armor X10 Pro
2023-09-02 13:51:12 UTC+0100, START MISSION, 0468 9D00 7A17 0B, T6.0, ieemltc03b,WAITING TO START, 3636, 3600, 0.1, NA, 2, 2023-09-02 13:59:09 UTC+0100, 53.750885, -9.903197, 2.1, Armor X10 Pro
2023-09-02 13:54:54 UTC+0100, TAP LOGGER, 04DA 5000 5C05 0C, NA, ieemlsc01b, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.751093, -9.903918, 2.1, Armor X10 Pro
2023-09-02 13:55:22 UTC+0100, DATA DOWNLOADED, 04DA 5000 5C05 0C, NA, ieemlsc01b, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.751093, -9.903918, 2.1, Armor X10 Pro
2023-09-02 13:55:27 UTC+0100, CODE CHANGE, 04DA 5000 5C05 0C, T2.4, ieemlsc01b,MISSION RUNNING, 3636, 3600, 0.1, 9212, -8043360, 2022-05-16 10:00:05 UTC+0100, 53.751093, -9.903918, 2.1, Armor X10 Pro
2023-09-02 13:55:29 UTC+0100, START MISSION, 04DA 5000 5C05 0C, T2.4, ieemlsc01b,WAITING TO START, 3636, 3600, 0.1, NA, -4, 2023-09-02 14:00:00 UTC+0100, 53.751093, -9.903918, 2.1, Armor X10 Pro
2023-09-02 13:55:42 UTC+0100, TAP LOGGER, 047C 4800 B74E 0A, NA, ieemlsc01a, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.751093, -9.903918, 2.1, Armor X10 Pro
2023-09-02 13:56:03 UTC+0100, DATA DOWNLOADED, 047C 4800 B74E 0A, NA, ieemlsc01a, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.751093, -9.903918, 2.1, Armor X10 Pro
2023-09-02 13:56:06 UTC+0100, CODE CHANGE, 047C 4800 B74E 0A, T6.0, ieemlsc01a,MISSION RUNNING, 3636, 3600, 0.1, 11380, 306, 2022-05-16 09:58:59 UTC+0100, 53.751093, -9.903918, 2.1, Armor X10 Pro
2023-09-02 13:56:07 UTC+0100, START MISSION, 047C 4800 B74E 0A, T6.0, ieemlsc01a,WAITING TO START, 3636, 3600, 0.1, NA, 2, 2023-09-02 13:59:04 UTC+0100, 53.751093, -9.903918, 2.1, Armor X10 Pro
2023-09-02 13:56:38 UTC+0100, TAP LOGGER, 0447 9400 9721 06, NA, ieemlsh01b, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 13:56:40 UTC+0100, DATA DOWNLOADED, 0447 9400 9721 06, NA, ieemlsh01b, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 13:56:43 UTC+0100, CODE CHANGE, 0447 9400 9721 06, T2.4, ieemlsh01b,DEPLETED BATTERY, 3636, 3600, 0.1, 0, NA, 1970-01-01 01:00:00 UTC+0100, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 13:56:46 UTC+0100, START MISSION, 0447 9400 9721 06, T2.4, ieemlsh01b,DEPLETED BATTERY, 3636, 3600, 0.1, 0, NA, 1970-01-01 01:00:00 UTC+0100, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 13:56:47 UTC+0100, TAP LOGGER, 0447 9400 9721 06, T2.4, ,DEPLETED BATTERY, 0000, 3600, 0.1, 0, NA, 1970-01-01 01:00:00 UTC+0100, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 13:57:20 UTC+0100, TAP LOGGER, 0447 9400 9721 06, T2.4, ieemlsh01b,DEPLETED BATTERY, 3636, 3600, 0.1, 0, NA, 1970-01-01 01:00:00 UTC+0100, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 13:57:22 UTC+0100, DATA DOWNLOADED, 0447 9400 9721 06, T2.4, ieemlsh01b,DEPLETED BATTERY, 3636, 3600, 0.1, 0, NA, 1970-01-01 01:00:00 UTC+0100, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 13:57:25 UTC+0100, START MISSION, 0447 9400 9721 06, T2.4, ieemlsh01b,WAITING TO START, 3636, 3600, 0.1, NA, -1, 2023-09-02 14:00:01 UTC+0100, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 13:57:47 UTC+0100, TAP LOGGER, 042C 5800 9853 0B, NA, ieemlsh01a, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 13:58:01 UTC+0100, TAP LOGGER, 042C 5800 9853 0B, NA, ieemlsh01a, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 13:58:22 UTC+0100, DATA DOWNLOADED, 042C 5800 9853 0B, NA, ieemlsh01a, WRONG PASSWORD, NA, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 13:58:26 UTC+0100, CODE CHANGE, 042C 5800 9853 0B, T6.0, ieemlsh01a,MISSION RUNNING, 3636, 3600, 0.1, 11380, 480, 2022-05-16 09:58:59 UTC+0100, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 13:58:27 UTC+0100, START MISSION, 042C 5800 9853 0B, T6.0, ieemlsh01a,WAITING TO START, 3636, 3600, 0.1, NA, 2, 2023-09-02 14:00:24 UTC+0100, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:00:06 UTC+0100, TAP LOGGER, 04AB 1B00 091F 07, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:00:07 UTC+0100, DATA DOWNLOADED, 04AB 1B00 091F 07, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:00:09 UTC+0100, CODE CHANGE, 04AB 1B00 091F 07, T7.3, ieemlsc01a,NO MISSION, 3636, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:00:11 UTC+0100, START MISSION, 04AB 1B00 091F 07, T7.3, ieemlsc01a,MISSION RUNNING, 3636, 3600, 0.1, 1, 2, 2023-09-02 14:00:08 UTC+0100, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:00:23 UTC+0100, TAP LOGGER, 0460 1A00 6F1E 05, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:00:25 UTC+0100, DATA DOWNLOADED, 0460 1A00 6F1E 05, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:00:27 UTC+0100, CODE CHANGE, 0460 1A00 6F1E 05, T7.3, ieemlsc02a,NO MISSION, 3636, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:00:29 UTC+0100, START MISSION, 0460 1A00 6F1E 05, T7.3, ieemlsc02a,MISSION RUNNING, 3636, 3600, 0.1, 1, 2, 2023-09-02 14:00:26 UTC+0100, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:01:15 UTC+0100, TAP LOGGER, 04D7 9A00 D929 0A, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:01:17 UTC+0100, DATA DOWNLOADED, 04D7 9A00 D929 0A, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:01:19 UTC+0100, CODE CHANGE, 04D7 9A00 D929 0A, T7.3, ieemlsh02a,NO MISSION, 3636, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:01:21 UTC+0100, START MISSION, 04D7 9A00 D929 0A, T7.3, ieemlsh02a,MISSION RUNNING, 3636, 3600, 0.1, 1, 2, 2023-09-02 14:01:18 UTC+0100, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:01:31 UTC+0100, TAP LOGGER, 0466 7F00 AE39 0F, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:01:33 UTC+0100, DATA DOWNLOADED, 0466 7F00 AE39 0F, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:01:35 UTC+0100, CODE CHANGE, 0466 7F00 AE39 0F, T7.3, ieemlsh01a,NO MISSION, 3636, NA, NA, NA, NA, NA, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:01:37 UTC+0100, START MISSION, 0466 7F00 AE39 0F, T7.3, ieemlsh01a,MISSION RUNNING, 3636, 3600, 0.1, 1, 2, 2023-09-02 14:01:34 UTC+0100, 53.751047, -9.903898, 1.5, Armor X10 Pro
2023-09-02 14:28:38 UTC+0100, TAP LOGGER, 04D7 9A00 D929 0A, T7.3, ieemlsh02a,MISSION RUNNING, 3636, 3600, 0.1, 1, 3, 2023-09-02 14:01:18 UTC+0100, 53.751033, -9.903870, 3.6, Armor X10 Pro
2023-09-02 14:28:42 UTC+0100, TAP LOGGER, 0466 7F00 AE39 0F, T7.3, ieemlsh01a,MISSION RUNNING, 3636, 3600, 0.1, 1, 4, 2023-09-02 14:01:34 UTC+0100, 53.751033, -9.903870, 3.6, Armor X10 Pro
2023-09-02 14:31:11 UTC+0100, TAP LOGGER, 04D0 BF00 B922 0F, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.750778, -9.903263, 4.4, Armor X10 Pro
2023-09-02 14:31:40 UTC+0100, TAP LOGGER, 04D0 BF00 B922 0F, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.750778, -9.903263, 4.4, Armor X10 Pro
2023-09-02 14:31:42 UTC+0100, DATA DOWNLOADED, 04D0 BF00 B922 0F, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.750778, -9.903263, 4.4, Armor X10 Pro
2023-09-02 14:31:44 UTC+0100, CODE CHANGE, 04D0 BF00 B922 0F, T7.3, ieemlth02b,NO MISSION, 3636, NA, NA, NA, NA, NA, 53.750778, -9.903263, 4.4, Armor X10 Pro
2023-09-02 14:31:46 UTC+0100, START MISSION, 04D0 BF00 B922 0F, T7.3, ieemlth02b,MISSION RUNNING, 3636, 3600, 0.1, 1, 3, 2023-09-02 14:31:42 UTC+0100, 53.750778, -9.903263, 4.4, Armor X10 Pro
2023-09-02 14:34:36 UTC+0100, TAP LOGGER, 046F B400 C70A 03, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.750803, -9.903185, 1.3, Armor X10 Pro
2023-09-02 14:34:38 UTC+0100, DATA DOWNLOADED, 046F B400 C70A 03, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.750803, -9.903185, 1.3, Armor X10 Pro
2023-09-02 14:34:40 UTC+0100, CODE CHANGE, 046F B400 C70A 03, T7.3, ieemlth03b,NO MISSION, 3636, NA, NA, NA, NA, NA, 53.750803, -9.903185, 1.3, Armor X10 Pro
2023-09-02 14:34:42 UTC+0100, START MISSION, 046F B400 C70A 03, T7.3, ieemlth03b,MISSION RUNNING, 3636, 3600, 0.1, 1, 3, 2023-09-02 14:34:38 UTC+0100, 53.750803, -9.903185, 1.3, Armor X10 Pro
2023-09-02 14:36:32 UTC+0100, TAP LOGGER, 04F7 7500 9820 0C, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.750760, -9.903233, 1.4, Armor X10 Pro
2023-09-02 14:36:35 UTC+0100, CODE CHANGE, 04F7 7500 9820 0C, T7.3, ,NO MISSION, 3636, NA, NA, NA, NA, NA, 53.750760, -9.903233, 1.4, Armor X10 Pro
2023-09-02 14:36:37 UTC+0100, CODE CHANGE, 04F7 7500 9820 0C, T7.3, ieemltc01a,NO MISSION, 3636, NA, NA, NA, NA, NA, 53.750760, -9.903233, 1.4, Armor X10 Pro
2023-09-02 14:36:39 UTC+0100, START MISSION, 04F7 7500 9820 0C, T7.3, ieemltc01a,MISSION RUNNING, 3636, 3600, 0.1, 1, 3, 2023-09-02 14:36:34 UTC+0100, 53.750760, -9.903233, 1.4, Armor X10 Pro
2023-09-02 14:39:19 UTC+0100, TAP LOGGER, 0400 9100 0D0F 0E, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.750902, -9.903170, 2.1, Armor X10 Pro
2023-09-02 14:39:22 UTC+0100, TAP LOGGER, 0400 9100 0D0F 0E, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.750902, -9.903170, 2.1, Armor X10 Pro
2023-09-02 14:39:26 UTC+0100, TAP LOGGER, 0400 9100 0D0F 0E, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.750902, -9.903170, 2.1, Armor X10 Pro
2023-09-02 14:39:28 UTC+0100, DATA DOWNLOADED, 0400 9100 0D0F 0E, T7.3, ,NO MISSION, 0000, NA, NA, NA, NA, NA, 53.750902, -9.903170, 2.1, Armor X10 Pro
2023-09-02 14:39:31 UTC+0100, CODE CHANGE, 0400 9100 0D0F 0E, T7.3, ieemltc03b,NO MISSION, 3636, NA, NA, NA, NA, NA, 53.750902, -9.903170, 2.1, Armor X10 Pro
2023-09-02 14:39:33 UTC+0100, START MISSION, 0400 9100 0D0F 0E, T7.3, ieemltc03b,MISSION RUNNING, 3636, 3600, 0.1, 1, 3, 2023-09-02 14:39:28 UTC+0100, 53.750902, -9.903170, 2.1, Armor X10 Pro
